ensembl_gene_id	external_gene_name	hsapiens_homolog_ensembl_gene	hsapiens_homolog_associated_gene_name	hsapiens_homolog_ensembl_peptide	hsapiens_homolog_chromosome	hsapiens_homolog_chrom_start	hsapiens_homolog_chrom_end	hsapiens_homolog_canonical_transcript_protein	hsapiens_homolog_subtype	hsapiens_homolog_orthology_type	hsapiens_homolog_perc_id	hsapiens_homolog_perc_id_r1	hsapiens_homolog_goc_score	hsapiens_homolog_wga_coverage	hsapiens_homolog_orthology_confidence
ENSTGUG00000002431	FKBP10	ENSG00000141756	FKBP10	ENSP00000317232	17	41812680	41823213	ENSTGUP00000002508	Amniota	ortholog_one2one	76.5324	75.0859	100	100	1
ENSTGUG00000002433	MFN2	ENSG00000116688	MFN2	ENSP00000235329	1	11980181	12015211	ENSTGUP00000002522	Amniota	ortholog_one2one	91.3158	91.6777	100	63.61	1
ENSTGUG00000002446	EDF1	ENSG00000107223	EDF1	ENSP00000224073	9	136862119	136866308	ENSTGUP00000002525	Amniota	ortholog_one2one	93.2432	93.2432	0	100	1
ENSTGUG00000002447	ACLY	ENSG00000131473	ACLY	ENSP00000253792	17	41866917	41930542	ENSTGUP00000024381	Amniota	ortholog_one2one	90.2904	90.3724	100	98.27	1
ENSTGUG00000002451	HSPB3	ENSG00000169271	HSPB3	ENSP00000303394	5	54455699	54456377	ENSTGUP00000002517	Amniota	ortholog_one2one	63.7584	63.3333	100	100	1
ENSTGUG00000002452	SNX18	ENSG00000178996	SNX18	ENSP00000370817	5	54517759	54546586	ENSTGUP00000002518	Amniota	ortholog_one2one	85.3088	81.891	100	100	1
ENSTGUG00000002453	ESM1	ENSG00000164283	ESM1	ENSP00000370812	5	54977867	55022671	ENSTGUP00000002520	Amniota	ortholog_one2one	66.8394	70.1087	100	100	1
ENSTGUG00000002454	GZMA	ENSG00000145649	GZMA	ENSP00000274306	5	55102646	55110252	ENSTGUP00000002528	Amniota	ortholog_one2one	51.5038	52.2901	100	89.27	1
ENSTGUG00000002457	MIIP	ENSG00000116691	MIIP	ENSP00000235332	1	12019466	12032045	ENSTGUP00000018645	Amniota	ortholog_one2one	25.2677	30.4124	100	33.74	1
ENSTGUG00000002460	MAMDC4	ENSG00000177943	MAMDC4	ENSP00000319388	9	136850943	136860799	ENSTGUP00000002531	Amniota	ortholog_one2one	36.5877	33.949	100	81.92	1
ENSTGUG00000002464	DHX29	ENSG00000067248	DHX29	ENSP00000251636	5	55256055	55307694	ENSTGUP00000002548	Amniota	ortholog_one2one	76.5828	73.3382	100	100	1
ENSTGUG00000002467	PHPT1	ENSG00000054148	PHPT1	ENSP00000247665	9	136848724	136851027	ENSTGUP00000002538	Amniota	ortholog_one2one	57.9832	55.2	100	98.47	1
ENSTGUG00000002472	VPS13D	ENSG00000048707	VPS13D	ENSP00000478104	1	12230030	12512047	ENSTGUP00000002556	Amniota	ortholog_one2one	80.9264	77.6436	100	99.45	1
ENSTGUG00000002473	RABL6	ENSG00000196642	RABL6	ENSP00000311134	9	136807943	136841187	ENSTGUP00000002552	Euteleostomi	ortholog_one2one	65.6291	69.4101	50	75.44	1
ENSTGUG00000002476	ODAD4	ENSG00000204815	ODAD4	ENSP00000478589	17	41930617	41966503	ENSTGUP00000002546	Amniota	ortholog_one2one	48.9899	43.3036	100	66.54	1
ENSTGUG00000002478	CNP	ENSG00000173786	CNP	ENSP00000377470	17	41966763	41977740	ENSTGUP00000002550	Amniota	ortholog_one2one	68.2578	67.9335	100	98.79	1
ENSTGUG00000002480	MTREX	ENSG00000039123	MTREX	ENSP00000230640	5	55307989	55425579	ENSTGUP00000035768	Amniota	ortholog_one2one	89.7585	89.1555	100	94.35	1
ENSTGUG00000002483	DNAJC7	ENSG00000168259	DNAJC7	ENSP00000406463	17	41976421	42021376	ENSTGUP00000026228	Amniota	ortholog_one2one	72.0893	91.498	100	89.56	1
ENSTGUG00000002486	AMBP	ENSG00000106927	AMBP	ENSP00000265132	9	114060127	114078328	ENSTGUP00000002561	Amniota	ortholog_one2one	55.4913	54.5455	0	82.7	1
ENSTGUG00000002494	EXD3	ENSG00000187609	EXD3	ENSP00000340474	9	137306896	137423211	ENSTGUP00000021011	Amniota	ortholog_one2one	45.1613	44.7489	50	83.18	1
ENSTGUG00000002498	RNF224	ENSG00000233198	RNF224	ENSP00000406665	9	137227502	137229640	ENSTGUP00000032713	Amniota	ortholog_one2one	54.2636	44.8718	50	83.38	1
ENSTGUG00000002500		ENSG00000188747	NOXA1	ENSP00000507846	9	137423350	137434406	ENSTGUP00000002633	Amniota	ortholog_one2one	22.6551	32.9832	75	57.61	0
ENSTGUG00000002501	ZNF385C	ENSG00000187595	ZNF385C	ENSP00000411514	17	42025576	42098479	ENSTGUP00000002580	Amniota	ortholog_one2one	48.6486	57.7154	100	81.57	1
ENSTGUG00000002502	LRRC38	ENSG00000162494	LRRC38	ENSP00000365253	1	13474973	13514003	ENSTGUP00000002571	Amniota	ortholog_one2one	52.6154	58.1633	100	79.97	1
ENSTGUG00000002511	KAZN	ENSG00000189337	KAZN	ENSP00000365198	1	13892792	15118043	ENSTGUP00000002584	Amniota	ortholog_one2one	79.8595	44	75	73.09	1
ENSTGUG00000002513	NDOR1	ENSG00000188566	NDOR1	ENSP00000507194	9	137205685	137219361	ENSTGUP00000002590	Amniota	ortholog_one2one	62.1069	66.1642	25	97.8	1
ENSTGUG00000002516	DHX58	ENSG00000108771	DHX58	ENSP00000251642	17	42101404	42112714	ENSTGUP00000024602	Amniota	ortholog_one2one	44.3299	50.7375	100	88.99	1
ENSTGUG00000002519	TMEM51	ENSG00000171729	TMEM51	ENSP00000365176	1	15152532	15220478	ENSTGUP00000002585	Amniota	ortholog_one2one	60.4743	60.4743	50	97.51	1
ENSTGUG00000002520	SLC45A1	ENSG00000162426	SLC45A1	ENSP00000418096	1	8318114	8344167	ENSTGUP00000030663	Amniota	ortholog_one2one	77.2068	78.3422	50	99.32	1
ENSTGUG00000002527	ERRFI1	ENSG00000116285	ERRFI1	ENSP00000366702	1	8004404	8026309	ENSTGUP00000002594	Amniota	ortholog_one2one	65.4428	65.5844	75	100	1
ENSTGUG00000002528	PLPP1	ENSG00000067113	PLPP1	ENSP00000302229	5	55424854	55534969	ENSTGUP00000025249	Amniota	ortholog_one2one	58.9905	65.8451	100	100	1
ENSTGUG00000002529	PARK7	ENSG00000116288	PARK7	ENSP00000340278	1	7954291	7985505	ENSTGUP00000002606	Vertebrata	ortholog_one2one	69.5279	85.7143	100	88.65	1
ENSTGUG00000002534	SLC38A9	ENSG00000177058	SLC38A9	ENSP00000380074	5	55625845	55773194	ENSTGUP00000019401	Amniota	ortholog_one2one	72.8086	72.549	100	93.6	1
ENSTGUG00000002540		ENSG00000049249	TNFRSF9	ENSP00000366729	1	7915871	7943165	ENSTGUP00000002611	Amniota	ortholog_one2one	20.9906	34.902	100	0	0
ENSTGUG00000002545	UTS2	ENSG00000049247	UTS2	ENSP00000355163	1	7843083	7853512	ENSTGUP00000002613	Amniota	ortholog_one2one	43.8017	42.7419	100	88.91	1
ENSTGUG00000002548	DDX4	ENSG00000152670	DDX4	ENSP00000424838	5	55738017	55817157	ENSTGUP00000029115	Amniota	ortholog_one2one	71.2766	46.2707	100	74.96	1
ENSTGUG00000002562		ENSG00000049245	VAMP3	ENSP00000054666	1	7771296	7781432	ENSTGUP00000002632	Euteleostomi	ortholog_one2one	17.3028	68	100	59.55	0
ENSTGUG00000002565	IL31RA	ENSG00000164509	IL31RA	ENSP00000498630	5	55851357	55922854	ENSTGUP00000002636	Amniota	ortholog_one2one	30.5202	34.555	100	40.87	1
ENSTGUG00000002566	CAMTA1	ENSG00000171735	CAMTA1	ENSP00000306522	1	6785454	7769706	ENSTGUP00000031162	Amniota	ortholog_one2one	83.6264	82.4268	100	98.66	1
ENSTGUG00000002568	GRIN1	ENSG00000176884	GRIN1	ENSP00000360616	9	137139154	137168756	ENSTGUP00000033351	Amniota	ortholog_one2one	68.7097	90.8316	0	89.48	1
ENSTGUG00000002569	IL6ST	ENSG00000134352	IL6ST	ENSP00000370698	5	55935095	55995022	ENSTGUP00000031848	Amniota	ortholog_one2one	57.6547	57.8431	100	92.08	1
ENSTGUG00000002575	DNAJC11	ENSG00000007923	DNAJC11	ENSP00000366800	1	6634168	6701924	ENSTGUP00000002653	Amniota	ortholog_one2one	74.103	84.9732	100	90.97	1
ENSTGUG00000002579	ANKRD55	ENSG00000164512	ANKRD55	ENSP00000342295	5	56099680	56233330	ENSTGUP00000033293	Amniota	ortholog_one2one	62.4427	66.6124	100	90.34	1
ENSTGUG00000002586	KLHL21	ENSG00000162413	KLHL21	ENSP00000366886	1	6590724	6614607	ENSTGUP00000002658	Amniota	ortholog_one2one	78.4768	79.397	100	100	1
ENSTGUG00000002589	ZBTB48	ENSG00000204859	ZBTB48	ENSP00000366902	1	6579994	6589280	ENSTGUP00000002667	Amniota	ortholog_one2one	75.3846	64.0988	100	84.73	1
ENSTGUG00000002591	ZNF618	ENSG00000157657	ZNF618	ENSP00000363241	9	113876282	114056591	ENSTGUP00000025533	Amniota	ortholog_one2one	76.0417	84.1719	50	94.11	1
ENSTGUG00000002592	MAP3K1	ENSG00000095015	MAP3K1	ENSP00000382423	5	56815549	56896152	ENSTGUP00000002666	Amniota	ortholog_one2one	74.4861	81.4815	100	99.54	1
ENSTGUG00000002597	SETD9	ENSG00000155542	SETD9	ENSP00000285947	5	56909260	56925532	ENSTGUP00000002671	Amniota	ortholog_one2one	69.0476	67.893	100	100	1
ENSTGUG00000002598	TAS1R1	ENSG00000173662	TAS1R1	ENSP00000331867	1	6555307	6579755	ENSTGUP00000002674	Amniota	ortholog_one2one	46.0337	45.541	100	81.87	1
ENSTGUG00000002599	RGS3	ENSG00000138835	RGS3	ENSP00000259406	9	113444731	113597743	ENSTGUP00000002677	Gnathostomata	ortholog_one2one	70.0375	46.828	75	81.89	1
ENSTGUG00000002601	MIER3	ENSG00000155545	MIER3	ENSP00000370596	5	56919602	56971675	ENSTGUP00000036292	Amniota	ortholog_one2one	82.1366	85.2727	100	99.76	1
ENSTGUG00000002606	PLEKHG5	ENSG00000171680	PLEKHG5	ENSP00000366957	1	6467122	6520074	ENSTGUP00000002680	Sarcopterygii	ortholog_one2one	59.3496	65.3082	100	95.25	1
ENSTGUG00000002607	GPBP1	ENSG00000062194	GPBP1	ENSP00000421202	5	57173948	57264679	ENSTGUP00000028930	Amniota	ortholog_one2one	70.0935	79.2812	100	94.22	1
ENSTGUG00000002609	PLK2	ENSG00000145632	PLK2	ENSP00000274289	5	58453982	58460139	ENSTGUP00000002695	Amniota	ortholog_one2one	88.5542	85.8394	100	100	1
ENSTGUG00000002611	ACOT7	ENSG00000097021	ACOT7	ENSP00000354615	1	6264269	6393767	ENSTGUP00000029997	Amniota	ortholog_one2one	53.8314	75.9459	75	75.5	1
ENSTGUG00000002617	BSPRY	ENSG00000119411	BSPRY	ENSP00000363298	9	113349541	113371233	ENSTGUP00000002689	Amniota	ortholog_one2one	55.5851	51.9901	100	85.63	1
ENSTGUG00000002620	WDR31	ENSG00000148225	WDR31	ENSP00000363308	9	113313222	113340298	ENSTGUP00000002692	Amniota	ortholog_one2one	62.6822	58.5831	100	90.01	1
ENSTGUG00000002623	PRPF4	ENSG00000136875	PRPF4	ENSP00000363313	9	113275642	113294009	ENSTGUP00000002707	Amniota	ortholog_one2one	80.2491	86.5643	100	95.04	1
ENSTGUG00000002630	PDE4D	ENSG00000113448	PDE4D	ENSP00000345502	5	58969038	60522120	ENSTGUP00000028338	Euteleostomi	ortholog_one2one	91.5452	77.6267	100	84.4	1
ENSTGUG00000002639	SLC31A1	ENSG00000136868	SLC31A1	ENSP00000363329	9	113221544	113264492	ENSTGUP00000038593	Amniota	ortholog_one2one	68.8073	78.9474	75	72.6	1
ENSTGUG00000002641	FKBP15	ENSG00000119321	FKBP15	ENSP00000238256	9	113161006	113221318	ENSTGUP00000002736	Amniota	ortholog_one2one	54.1365	55.2912	50	70.42	1
ENSTGUG00000002664	LRSAM1	ENSG00000148356	LRSAM1	ENSP00000300417	9	127451489	127503499	ENSTGUP00000002748	Amniota	ortholog_one2one	70.3857	70.6777	25	91.85	1
ENSTGUG00000002670	DEPDC1B	ENSG00000035499	DEPDC1B	ENSP00000265036	5	60596912	60700190	ENSTGUP00000002755	Amniota	ortholog_one2one	72.2449	66.9187	100	96.81	1
ENSTGUG00000002676	RPL12	ENSG00000197958	RPL12	ENSP00000354739	9	127447674	127451406	ENSTGUP00000002765	Tetrapoda	ortholog_one2one	96.9697	96.9697	25	98.97	1
ENSTGUG00000002681	ELOVL7	ENSG00000164181	ELOVL7	ENSP00000424123	5	60751791	60844274	ENSTGUP00000002761	Amniota	ortholog_one2one	73.3096	73.3096	100	100	1
ENSTGUG00000002687	ERCC8	ENSG00000049167	ERCC8	ENSP00000501614	5	60866454	60945073	ENSTGUP00000023339	Amniota	ortholog_one2one	79.198	79.798	100	93.68	1
ENSTGUG00000002695	DPH7	ENSG00000148399	DPH7	ENSP00000277540	9	137554444	137578925	ENSTGUP00000036403	Sarcopterygii	ortholog_one2one	31.9871	43.8053	50	64.43	1
ENSTGUG00000002699	MRPL41	ENSG00000182154	MRPL41	ENSP00000360498	9	137551879	137552555	ENSTGUP00000002776	Gnathostomata	ortholog_one2one	71.8519	70.8029	100	100	1
ENSTGUG00000002701	PNPLA7	ENSG00000130653	PNPLA7	ENSP00000384610	9	137459952	137550402	ENSTGUP00000020544	Euteleostomi	ortholog_one2one	71.482	71.1624	100	79.4	1
ENSTGUG00000002710	NDUFAF2	ENSG00000164182	NDUFAF2	ENSP00000296597	5	60945177	61154531	ENSTGUP00000002788	Amniota	ortholog_one2one	53.2164	53.8462	100	68.2	1
ENSTGUG00000002716	ZSWIM6	ENSG00000130449	ZSWIM6	ENSP00000252744	5	61332258	61546172	ENSTGUP00000002806	Euteleostomi	ortholog_one2one	93.4483	89.2181	100	98.81	1
ENSTGUG00000002730	KIF2A	ENSG00000068796	KIF2A	ENSP00000385000	5	62306162	62391025	ENSTGUP00000023161	Amniota	ortholog_one2one	93.414	93.414	100	100	1
ENSTGUG00000002736	NSMF	ENSG00000165802	NSMF	ENSP00000360530	9	137447570	137459334	ENSTGUP00000002828	Amniota	ortholog_one2one	72.9831	73.3962	25	99.83	1
ENSTGUG00000002749	DIMT1	ENSG00000086189	DIMT1	ENSP00000199320	5	62347284	62403943	ENSTGUP00000002834	Amniota	ortholog_one2one	82.9508	80.8307	100	93.56	1
ENSTGUG00000002759	IPO11	ENSG00000086200	IPO11	ENSP00000316651	5	62403972	62628582	ENSTGUP00000026129	Amniota	ortholog_one2one	89.0144	88.9231	100	100	1
ENSTGUG00000002779	RNF180	ENSG00000164197	RNF180	ENSP00000373752	5	64165843	64372869	ENSTGUP00000002860	Amniota	ortholog_one2one	51.6014	48.9865	100	92.21	1
ENSTGUG00000002790	CWC27	ENSG00000153015	CWC27	ENSP00000370460	5	64768930	65018750	ENSTGUP00000002876	Amniota	ortholog_one2one	76.5199	77.3305	100	74.62	1
ENSTGUG00000002799	ADAMTS6	ENSG00000049192	ADAMTS6	ENSP00000370443	5	65148738	65481920	ENSTGUP00000002907	Amniota	ortholog_one2one	92.1358	92.3008	100	100	1
ENSTGUG00000002819	EHMT1	ENSG00000181090	EHMT1	ENSP00000417980	9	137618992	137870016	ENSTGUP00000002934	Amniota	ortholog_one2one	77.6853	79.1217	25	94.35	1
ENSTGUG00000002827	CENPK	ENSG00000123219	CENPK	ENSP00000379911	5	65517766	65563168	ENSTGUP00000002914	Amniota	ortholog_one2one	52.0295	52.4164	100	64.17	1
ENSTGUG00000002834	PPWD1	ENSG00000113593	PPWD1	ENSP00000261308	5	65563236	65587549	ENSTGUP00000002928	Amniota	ortholog_one2one	90.1274	87.6161	100	98.72	1
ENSTGUG00000002847	TRIM23	ENSG00000113595	TRIM23	ENSP00000231524	5	65589690	65625975	ENSTGUP00000002937	Amniota	ortholog_one2one	94.7273	90.7665	100	99.74	1
ENSTGUG00000002855	CACNA1B	ENSG00000148408	CACNA1B	ENSP00000360423	9	137877782	138124624	ENSTGUP00000037122	Amniota	ortholog_one2one	80.7528	80.7183	50	69.65	1
ENSTGUG00000002856	TRAPPC13	ENSG00000113597	TRAPPC13	ENSP00000382367	5	65625004	65666233	ENSTGUP00000002946	Amniota	ortholog_one2one	91.8465	91.8465	100	100	1
ENSTGUG00000002864	SGTB	ENSG00000197860	SGTB	ENSP00000370395	5	65665928	65723035	ENSTGUP00000032350	Amniota	ortholog_one2one	87.1711	87.1711	100	100	1
ENSTGUG00000002870	NLN	ENSG00000123213	NLN	ENSP00000370372	5	65722205	65871725	ENSTGUP00000038115	Amniota	ortholog_one2one	73.5172	75.7102	100	96.07	1
ENSTGUG00000002971	ERGIC3	ENSG00000125991	ERGIC3	ENSP00000341358	20	35542038	35557634	ENSTGUP00000003078	Tetrapoda	ortholog_one2one	88.7728	88.7728	50	99.92	1
ENSTGUG00000003002	RBM12	ENSG00000244462	RBM12	ENSP00000363228	20	35648925	35664956	ENSTGUP00000027706	Amniota	ortholog_one2one	84.4141	79.6137	100	97.78	1
ENSTGUG00000003005	NFS1	ENSG00000244005	NFS1	ENSP00000363205	20	35668052	35699355	ENSTGUP00000003137	Sarcopterygii	ortholog_one2one	80.4989	77.6805	100	90.79	1
ENSTGUG00000003046	ROMO1	ENSG00000125995	ROMO1	ENSP00000363190	20	35699272	35700984	ENSTGUP00000003139	Gnathostomata	ortholog_one2one	92.4051	92.4051	100	100	1
ENSTGUG00000003048	RBM39	ENSG00000131051	RBM39	ENSP00000253363	20	35701347	35742312	ENSTGUP00000030747	Amniota	ortholog_one2one	95.9459	93.7736	75	99.8	1
ENSTGUG00000003074	NIBAN2	ENSG00000136830	NIBAN2	ENSP00000362409	9	127505339	127578989	ENSTGUP00000023152	Amniota	ortholog_one2one	54.1494	69.9732	25	87.85	1
ENSTGUG00000003081	TMEM240	ENSG00000205090	TMEM240	ENSP00000368007	1	1534778	1540624	ENSTGUP00000023448	Amniota	ortholog_one2one	35.0829	73.4104	100	69.46	1
ENSTGUG00000003082	ATAD3A	ENSG00000197785	ATAD3A	ENSP00000368031	1	1512162	1534685	ENSTGUP00000027642	Amniota	ortholog_one2one	81.0207	86.6894	100	93.81	1
ENSTGUG00000003083	PHF20	ENSG00000025293	PHF20	ENSP00000363124	20	35771974	35950370	ENSTGUP00000003180	Amniota	ortholog_one2one	63.5768	67.0949	50	87.66	1
ENSTGUG00000003092	NDRG3	ENSG00000101079	NDRG3	ENSP00000345292	20	36651766	36746090	ENSTGUP00000036873	Amniota	ortholog_one2one	82.3529	82.1333	0	92.32	1
ENSTGUG00000003108	VWA1	ENSG00000179403	VWA1	ENSP00000417185	1	1434861	1442882	ENSTGUP00000003200	Amniota	ortholog_one2one	35.368	44.2697	100	76.82	1
ENSTGUG00000003113	MRPL20	ENSG00000242485	MRPL20	ENSP00000341082	1	1401909	1407293	ENSTGUP00000003203	Amniota	ortholog_one2one	70	70.4698	100	99.25	1
ENSTGUG00000003114	CCNL2	ENSG00000221978	CCNL2	ENSP00000383611	1	1385711	1399335	ENSTGUP00000003219	Amniota	ortholog_one2one	81.6956	81.5385	100	100	1
ENSTGUG00000003117	STXBP1	ENSG00000136854	STXBP1	ENSP00000362396	9	127579370	127696027	ENSTGUP00000037201	Amniota	ortholog_one2one	76.7832	92.4242	0	92.02	1
ENSTGUG00000003131	AURKAIP1	ENSG00000175756	AURKAIP1	ENSP00000342676	1	1373730	1375495	ENSTGUP00000003224	Amniota	ortholog_one2one	49.5	49.7487	100	89.83	1
ENSTGUG00000003134	GLYR1	ENSG00000140632	GLYR1	ENSP00000322716	16	4803203	4847288	ENSTGUP00000029129	Amniota	ortholog_one2one	59.8795	89.8734	0	84.51	1
ENSTGUG00000003136	MXRA8	ENSG00000162576	MXRA8	ENSP00000307887	1	1352689	1361777	ENSTGUP00000003228	Amniota	ortholog_one2one	59.0389	58.371	100	90.13	1
ENSTGUG00000003140	DVL1	ENSG00000107404	DVL1	ENSP00000368166	1	1335276	1349418	ENSTGUP00000003266	Tetrapoda	ortholog_one2one	81.5186	81.8705	100	99.66	1
ENSTGUG00000003146	NEK2	ENSG00000117650	NEK2	ENSP00000355966	1	211658657	211675630	ENSTGUP00000028411	Amniota	ortholog_one2one	62.3742	69.6629	100	84.45	1
ENSTGUG00000003148	MRPS34	ENSG00000074071	MRPS34	ENSP00000380531	16	1771890	1773150	ENSTGUP00000003240	Euteleostomi	ortholog_one2one	55.9091	56.422	50	100	1
ENSTGUG00000003150	MAPK8IP3	ENSG00000138834	MAPK8IP3	ENSP00000481780	16	1706183	1770351	ENSTGUP00000030194	Amniota	ortholog_one2one	87.6296	88.4817	75	100	1
ENSTGUG00000003151	RALGAPB	ENSG00000170471	RALGAPB	ENSP00000262879	20	38472816	38578859	ENSTGUP00000021856	Amniota	ortholog_one2one	90.3119	91.0977	0	100	1
ENSTGUG00000003175	TAS1R3	ENSG00000169962	TAS1R3	ENSP00000344411	1	1331280	1335314	ENSTGUP00000003279	Amniota	ortholog_one2one	42.2222	37.9108	100	94.02	1
ENSTGUG00000003176	CRAMP1	ENSG00000007545	CRAMP1	ENSP00000380559	16	1612337	1677908	ENSTGUP00000003286	Amniota	ortholog_one2one	68.7405	71.3948	100	97.73	1
ENSTGUG00000003186	RCOR3	ENSG00000117625	RCOR3	ENSP00000413929	1	211258377	211316385	ENSTGUP00000003293	Amniota	ortholog_one2one	90.6422	89.3309	100	100	1
ENSTGUG00000003192	INTS11	ENSG00000127054	INTS11	ENSP00000413493	1	1311585	1324687	ENSTGUP00000015453	Amniota	ortholog_one2one	81.003	88.8333	100	94.36	1
ENSTGUG00000003195	IFT140	ENSG00000187535	IFT140	ENSP00000406012	16	1510427	1612072	ENSTGUP00000037491	Amniota	ortholog_one2one	65.0406	65.6635	50	96.74	1
ENSTGUG00000003214	PUSL1	ENSG00000169972	PUSL1	ENSP00000368318	1	1308597	1311677	ENSTGUP00000003308	Amniota	ortholog_one2one	35.6589	45.5446	50	83.89	1
ENSTGUG00000003217	ACAP3	ENSG00000131584	ACAP3	ENSP00000346733	1	1292390	1309609	ENSTGUP00000003344	Vertebrata	ortholog_one2one	78.9222	79.0168	50	100	1
ENSTGUG00000003218	HHAT	ENSG00000054392	HHAT	ENSP00000261458	1	210328252	210676296	ENSTGUP00000003313	Amniota	ortholog_one2one	60.9658	61.4604	100	81.15	1
ENSTGUG00000003224	TMEM204	ENSG00000100726	TELO2	ENSP00000262319	16	1493344	1510457	ENSTGUP00000019735	Amniota	ortholog_one2one	47.7322	52.8076	50	76.91	1
ENSTGUG00000003225	SYT14	ENSG00000143469	SYT14	ENSP00000489897	1	209900923	210171389	ENSTGUP00000021432	Amniota	ortholog_one2one	66.4216	62.7315	50	75.6	1
ENSTGUG00000003232	UTP25	ENSG00000117597	UTP25	ENSP00000419005	1	209827972	209857565	ENSTGUP00000003340	Amniota	ortholog_one2one	69.9219	71.0317	50	93.56	1
ENSTGUG00000003237	RNPS1	ENSG00000205937	RNPS1	ENSP00000315859	16	2253116	2268397	ENSTGUP00000024519	Amniota	ortholog_one2one	75.6233	89.5082	0	89.38	1
ENSTGUG00000003245	MRPS10	ENSG00000048544	MRPS10	ENSP00000053468	6	42206807	42217861	ENSTGUP00000003343	Amniota	ortholog_one2one	58.3756	57.2139	50	70.94	1
ENSTGUG00000003250	TRERF1	ENSG00000124496	TRERF1	ENSP00000362013	6	42224931	42452051	ENSTGUP00000019144	Amniota	ortholog_one2one	65.8053	63.6667	75	98	1
ENSTGUG00000003252		ENSG00000009724	MASP2	ENSP00000383690	1	11026523	11047239	ENSTGUP00000030715	Amniota	ortholog_one2one	51.0917	17.0554	50	14.99	0
ENSTGUG00000003255	TARDBP	ENSG00000120948	TARDBP	ENSP00000240185	1	11012344	11030528	ENSTGUP00000003359	Amniota	ortholog_one2one	95.4106	95.4106	75	100	1
ENSTGUG00000003256	ATP6V0C	ENSG00000185883	ATP6V0C	ENSP00000329757	16	2513952	2520218	ENSTGUP00000003350	Gnathostomata	ortholog_one2one	93.5065	92.9032	75	100	1
ENSTGUG00000003261	UBR2	ENSG00000024048	UBR2	ENSP00000361992	6	42564029	42693505	ENSTGUP00000003454	Euteleostomi	ortholog_one2one	87.739	88.8889	100	99.73	1
ENSTGUG00000003265	NTN3	ENSG00000162068	NTN3	ENSP00000293973	16	2471297	2474145	ENSTGUP00000003367	Tetrapoda	ortholog_one2one	57.0698	57.7586	50	83.86	1
ENSTGUG00000003269	CASZ1	ENSG00000130940	CASZ1	ENSP00000366221	1	10636604	10796650	ENSTGUP00000003365	Vertebrata	ortholog_one2one	75.7246	71.2905	100	99.47	1
ENSTGUG00000003272	PEX14	ENSG00000142655	PEX14	ENSP00000349016	1	10472288	10630758	ENSTGUP00000032116	Amniota	ortholog_one2one	79.3651	79.5756	100	97.45	1
ENSTGUG00000003287		ENSG00000162062	TEDC2	ENSP00000355022	16	2460086	2464963	ENSTGUP00000003384	Amniota	ortholog_one2one	27.5154	30.9469	25	29.35	0
ENSTGUG00000003289	DFFA	ENSG00000160049	DFFA	ENSP00000366237	1	10456522	10472529	ENSTGUP00000003392	Amniota	ortholog_one2one	40.0818	59.2145	100	79.59	1
ENSTGUG00000003290	CCNF	ENSG00000162063	CCNF	ENSP00000380256	16	2429394	2458854	ENSTGUP00000003425	Amniota	ortholog_one2one	68.0263	65.7761	0	94.77	1
ENSTGUG00000003302	PGD	ENSG00000142657	PGD	ENSP00000270776	1	10398592	10420511	ENSTGUP00000027862	Amniota	ortholog_one2one	84.8723	89.441	100	99.74	1
ENSTGUG00000003304	KIF1B	ENSG00000054523	KIF1B	ENSP00000502065	1	10210570	10381603	ENSTGUP00000021415	Amniota	ortholog_one2one	94.4934	94.4934	100	100	1
ENSTGUG00000003309	PLEKHM1	ENSG00000225190	PLEKHM1	ENSP00000389913	17	45435900	45490749	ENSTGUP00000003415	Amniota	ortholog_one2one	56.741	55.3977	25	84.31	1
ENSTGUG00000003319	PGS1	ENSG00000087157	PGS1	ENSP00000262764	17	78378649	78425114	ENSTGUP00000019286	Amniota	ortholog_one2one	73.1624	76.9784	100	90.47	1
ENSTGUG00000003328		ENSG00000105053	VRK3	ENSP00000324636	19	49976468	50025946	ENSTGUP00000038679	Amniota	ortholog_one2one	28.6595	39.2405	0	42.96	0
ENSTGUG00000003345	SOCS3	ENSG00000184557	SOCS3	ENSP00000330341	17	78356778	78360077	ENSTGUP00000003446	Amniota	ortholog_one2one	88.5167	82.2222	100	100	1
ENSTGUG00000003346	ABCA3	ENSG00000167972	ABCA3	ENSP00000301732	16	2275881	2340746	ENSTGUP00000003500	Vertebrata	ortholog_one2one	68.3841	68.5446	0	99.6	1
ENSTGUG00000003351	AFMID	ENSG00000183077	AFMID	ENSP00000386890	17	78187317	78207701	ENSTGUP00000003460	Amniota	ortholog_one2one	40.3794	49.1749	100	81.16	1
ENSTGUG00000003364	TK1	ENSG00000167900	TK1	ENSP00000301634	17	78174091	78187233	ENSTGUP00000003470	Amniota	ortholog_one2one	76.2332	72.6496	100	98.01	1
ENSTGUG00000003366	TBCC	ENSG00000124659	TBCC	ENSP00000361967	6	42744498	42746103	ENSTGUP00000027013	Amniota	ortholog_one2one	54.6784	54.0462	75	96.95	1
ENSTGUG00000003367	BICRAL	ENSG00000112624	BICRAL	ENSP00000313933	6	42746958	42868560	ENSTGUP00000003473	Amniota	ortholog_one2one	76.1468	76.9231	50	100	1
ENSTGUG00000003379	PKDCC	ENSG00000162878	PKDCC	ENSP00000294964	2	42048021	42058517	ENSTGUP00000003484	Gnathostomata	ortholog_one2one	65.3307	66.1258	50	98.9	1
